description,name,unit_name,fdc_id,amount,measure_unit_id,portion_name,portion_amount,gram_weight
"Almond butter, creamy",Biotin,UG,2262074,57.31,,,,
"Almond butter, creamy",Zinc,MG,2262074,3.178,,,,
"Almond butter, creamy",Vitamin K (phylloquinone),UG,2262074,0,,,,
"Almond butter, creamy",Vitamin E ,MG,2262074,16.67,,,,
"Almond butter, creamy",Vitamin B 6,MG,2262074,0.08375,,,,
"Almond butter, creamy",Total lipid (fat),G,2262074,53.04,,,,
"Almond butter, creamy",Sodium,MG,2262074,0.9963,,,,
"Almond butter, creamy",Selenium,UG,2262074,0.7938,,,,
"Almond butter, creamy",Protein,G,2262074,20.78734,,,,
"Almond butter, creamy",Potassium,MG,2262074,745.4,,,,
"Almond butter, creamy",Thiamin,MG,2262074,0.09456,,,,
"Almond butter, creamy",Niacin,MG,2262074,3.909,,,,
"Almond butter, creamy",Phosphorus,MG,2262074,506.9,,,,
"Almond butter, creamy",Copper,MG,2262074,0.9746,,,,
"Almond butter, creamy",Fiber,G,2262074,9.718,,,,
"Almond butter, creamy",Folate,UG,2262074,42.46,,,,
"Almond butter, creamy",Calcium,MG,2262074,263.8,,,,
"Almond butter, creamy",Magnesium,MG,2262074,267.8,,,,
"Almond butter, creamy",Manganese,MG,2262074,2.135,,,,
"Almond butter, creamy",Iron,MG,2262074,4.108,,,,
"Almond milk, unsweetened, plain, refrigerated",Protein,G,2257045,0.65625,,,,
"Almond milk, unsweetened, plain, refrigerated",Zinc,MG,2257045,0.07661,,,,
"Almond milk, unsweetened, plain, refrigerated",Vitamin D (D2 + D3),UG,2257045,1.59,,,,
"Almond milk, unsweetened, plain, refrigerated",Vitamin B 6,MG,2257045,0,,,,
"Almond milk, unsweetened, plain, refrigerated",Vitamin B 12,UG,2257045,0.4492,,,,
"Almond milk, unsweetened, plain, refrigerated",Total lipid (fat),G,2257045,1.558,,,,
"Almond milk, unsweetened, plain, refrigerated",Thiamin,MG,2257045,0.005,,,,
"Almond milk, unsweetened, plain, refrigerated",Sodium,MG,2257045,59.22,,,,
"Almond milk, unsweetened, plain, refrigerated",Potassium,MG,2257045,49.27,,,,
"Almond milk, unsweetened, plain, refrigerated",Riboflavin,MG,2257045,0.08333,,,,
"Almond milk, unsweetened, plain, refrigerated",Niacin,MG,2257045,0.08875,,,,
"Almond milk, unsweetened, plain, refrigerated",Manganese,MG,2257045,0.05642,,,,
"Almond milk, unsweetened, plain, refrigerated",Magnesium,MG,2257045,8.249,,,,
"Almond milk, unsweetened, plain, refrigerated",Iron,MG,2257045,0.1247,,,,
"Almond milk, unsweetened, plain, refrigerated",Folate,UG,2257045,0,,,,
"Almond milk, unsweetened, plain, refrigerated",Fiber,G,2257045,0,,,,
"Almond milk, unsweetened, plain, refrigerated",Copper,MG,2257045,0.02688,,,,
"Almond milk, unsweetened, plain, refrigerated",Calcium,MG,2257045,157.5,,,,
"Almond milk, unsweetened, plain, refrigerated",Biotin,UG,2257045,1.425,,,,
"Almond milk, unsweetened, plain, refrigerated",Phosphorus,MG,2257045,19.08,,,,
"Almond milk, unsweetened, plain, shelf stable",Total fat,G,1999631,1.1089,,,,
"Almond milk, unsweetened, plain, shelf stable",Total fat,G,1750338,1.1089,,,,
"Almond milk, unsweetened, plain, shelf stable",Thiamin,MG,1999631,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Thiamin,MG,1750338,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Riboflavin,MG,1999631,0.03339,,,,
"Almond milk, unsweetened, plain, shelf stable",Sodium,MG,1750338,59.58,,,,
"Almond milk, unsweetened, plain, shelf stable",Selenium,UG,1999631,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Selenium,UG,1750338,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Total lipid (fat),G,1750338,1.221,,,,
"Almond milk, unsweetened, plain, shelf stable",Riboflavin,MG,1750338,0.03339,,,,
"Almond milk, unsweetened, plain, shelf stable",Sodium,MG,1999631,59.58,,,,
"Almond milk, unsweetened, plain, shelf stable",Total lipid (fat),G,1999631,1.221,,,,
"Almond milk, unsweetened, plain, shelf stable",Vitamin B 6,MG,1750338,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Vitamin A,UG,1999631,41.4,,,,
"Almond milk, unsweetened, plain, shelf stable",Vitamin B 12,UG,1750338,0.3375,,,,
"Almond milk, unsweetened, plain, shelf stable",Vitamin B 12,UG,1999631,0.3375,,,,
"Almond milk, unsweetened, plain, shelf stable",Vitamin B 6,MG,1999631,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Vitamin D (D2 + D3),UG,1750338,0.927,,,,
"Almond milk, unsweetened, plain, shelf stable",Vitamin D (D2 + D3),UG,1999631,0.927,,,,
"Almond milk, unsweetened, plain, shelf stable",Vitamin E ,MG,1750338,3.323,,,,
"Almond milk, unsweetened, plain, shelf stable",Vitamin E ,MG,1999631,3.323,,,,
"Almond milk, unsweetened, plain, shelf stable",Zinc,MG,1750338,0.1718,,,,
"Almond milk, unsweetened, plain, shelf stable",Zinc,MG,1999631,0.1718,,,,
"Almond milk, unsweetened, plain, shelf stable",Protein,G,1999631,0.5546875,,,,
"Almond milk, unsweetened, plain, shelf stable",Vitamin A,UG,1750338,41.4,,,,
"Almond milk, unsweetened, plain, shelf stable",Protein,G,1750338,0.5546875,,,,
"Almond milk, unsweetened, plain, shelf stable",Phosphorus,MG,1750338,29.85,,,,
"Almond milk, unsweetened, plain, shelf stable",Potassium,MG,1750338,30.79,,,,
"Almond milk, unsweetened, plain, shelf stable",Potassium,MG,1999631,30.79,,,,
"Almond milk, unsweetened, plain, shelf stable",Biotin,UG,1750338,1.019,,,,
"Almond milk, unsweetened, plain, shelf stable",Biotin,UG,1999631,1.019,,,,
"Almond milk, unsweetened, plain, shelf stable",Calcium,MG,1750338,172.7,,,,
"Almond milk, unsweetened, plain, shelf stable",Calcium,MG,1999631,172.7,,,,
"Almond milk, unsweetened, plain, shelf stable",Copper,MG,1750338,0.02126,,,,
"Almond milk, unsweetened, plain, shelf stable",Copper,MG,1999631,0.02126,,,,
"Almond milk, unsweetened, plain, shelf stable",Fiber,G,1750338,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Fiber,G,1999631,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Folate,UG,1999631,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Iodine,UG,1750338,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Iodine,UG,1999631,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Folate,UG,1750338,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Iron,MG,1999631,0.2899,,,,
"Almond milk, unsweetened, plain, shelf stable",Phosphorus,MG,1999631,29.85,,,,
"Almond milk, unsweetened, plain, shelf stable",Iron,MG,1750338,0.2899,,,,
"Almond milk, unsweetened, plain, shelf stable",Niacin,MG,1750338,0.07438,,,,
"Almond milk, unsweetened, plain, shelf stable",Molybdenum,UG,1999631,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Molybdenum,UG,1750338,0,,,,
"Almond milk, unsweetened, plain, shelf stable",Niacin,MG,1999631,0.07438,,,,
"Almond milk, unsweetened, plain, shelf stable",Manganese,MG,1750338,0.04497,,,,
"Almond milk, unsweetened, plain, shelf stable",Magnesium,MG,1999631,6.785,,,,
"Almond milk, unsweetened, plain, shelf stable",Magnesium,MG,1750338,6.785,,,,
"Almond milk, unsweetened, plain, shelf stable",Manganese,MG,1999631,0.04497,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Protein,G,2003590,0.0859375,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Zinc,MG,2003590,0.002125,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Vitamin C,MG,2003590,51.16,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Vitamin B 6,MG,2003590,0.01388,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Total lipid (fat),G,2003590,0.2863,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Thiamin,MG,2003590,0,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Sodium,MG,2003590,4.872,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Potassium,MG,2003590,95.87,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Iron,MG,2003590,0.04016,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Niacin,MG,2003590,0.01031,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Manganese,MG,2003590,0.0271,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Magnesium,MG,2003590,4.861,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Folate,UG,2003590,3.088,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Copper,MG,2003590,0.003401,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Calcium,MG,2003590,7.099,,,,
"Apple juice, with added vitamin C, from concentrate, shelf stable",Phosphorus,MG,2003590,5.987,,,,
"Apples, fuji, with skin, raw",Potassium,MG,1750340,103.8,,,,
"Apples, fuji, with skin, raw",Protein,G,1105897,0.15,,,,
"Apples, fuji, with skin, raw",Protein,G,1750340,0.1484375,,,,
"Apples, fuji, with skin, raw",Riboflavin,MG,1105897,0.068,,,,
"Apples, fuji, with skin, raw",Riboflavin,MG,1750340,0.0675,,,,
"Apples, fuji, with skin, raw",Sodium,MG,1105897,1,,,,
"Apples, fuji, with skin, raw",Sodium,MG,1750340,1.013,,,,
"Apples, fuji, with skin, raw",Total lipid (fat),G,1750340,0.1625,,,,
"Apples, fuji, with skin, raw",Thiamin,MG,1750340,0.00625,,,,
"Apples, fuji, with skin, raw",Total lipid (fat),G,1105897,0.16,,,,
"Apples, fuji, with skin, raw",Vitamin B 6,MG,1105897,0.036,,,,
"Apples, fuji, with skin, raw",Vitamin B 6,MG,1750340,0.03544,,,,
"Apples, fuji, with skin, raw",Zinc,MG,1105897,0.02,,,,
"Apples, fuji, with skin, raw",Zinc,MG,1750340,0.01676,,,,
"Apples, fuji, with skin, raw",Potassium,MG,1105897,104,,,,
"Apples, fuji, with skin, raw",Thiamin,MG,1105897,0.006,,,,
"Apples, fuji, with skin, raw",Phosphorus,MG,1750340,9.78,,,,
"Apples, fuji, with skin, raw",Fiber,G,1750340,2.075,,,,
"Apples, fuji, with skin, raw",Niacin,MG,1750340,0.09063,,,,
"Apples, fuji, with skin, raw",Calcium,MG,1750340,5.975,,,,
"Apples, fuji, with skin, raw",Copper,MG,1105897,0.033,,,,
"Apples, fuji, with skin, raw",Copper,MG,1750340,0.03279,,,,
"Apples, fuji, with skin, raw",Energy,KCAL,1105897,65,,,,
"Apples, fuji, with skin, raw",Fiber,G,1105897,2.1,,,,
"Apples, fuji, with skin, raw",Phosphorus,MG,1105897,10,,,,
"Apples, fuji, with skin, raw",Folate,UG,1105897,0,,,,
"Apples, fuji, with skin, raw",Calcium,MG,1105897,6,,,,
"Apples, fuji, with skin, raw",Iron,MG,1105897,0.02,,,,
"Apples, fuji, with skin, raw",Iron,MG,1750340,0.015,,,,
"Apples, fuji, with skin, raw",Magnesium,MG,1105897,4.7,,,,
"Apples, fuji, with skin, raw",Magnesium,MG,1750340,4.67,,,,
"Apples, fuji, with skin, raw",Manganese,MG,1105897,0.033,,,,
"Apples, fuji, with skin, raw",Manganese,MG,1750340,0.03263,,,,
"Apples, fuji, with skin, raw",Niacin,MG,1105897,0.091,,,,
"Apples, fuji, with skin, raw",Folate,UG,1750340,0,,,,
"Apples, gala, with skin, raw",Potassium,MG,1105781,106,,,,
"Apples, gala, with skin, raw",Potassium,MG,1750341,105.9,,,,
"Apples, gala, with skin, raw",Protein,G,1105781,0.13,,,,
"Apples, gala, with skin, raw",Protein,G,1750341,0.1328125,,,,
"Apples, gala, with skin, raw",Riboflavin,MG,1105781,0.069,,,,
"Apples, gala, with skin, raw",Riboflavin,MG,1750341,0.06875,,,,
"Apples, gala, with skin, raw",Sodium,MG,1105781,0,,,,
"Apples, gala, with skin, raw",Total lipid (fat),G,1105781,0.15,,,,
"Apples, gala, with skin, raw",Thiamin,MG,1105781,0.011,,,,
"Apples, gala, with skin, raw",Thiamin,MG,1750341,0.01125,,,,
"Apples, gala, with skin, raw",Total lipid (fat),G,1750341,0.15,,,,
"Apples, gala, with skin, raw",Vitamin B 6,MG,1105781,0.032,,,,
"Apples, gala, with skin, raw",Vitamin B 6,MG,1750341,0.03175,,,,
"Apples, gala, with skin, raw",Zinc,MG,1105781,0.02,,,,
"Apples, gala, with skin, raw",Phosphorus,MG,1750341,8.435,,,,
"Apples, gala, with skin, raw",Sodium,MG,1750341,0.2788,,,,
"Apples, gala, with skin, raw",Phosphorus,MG,1105781,8,,,,
"Apples, gala, with skin, raw",Zinc,MG,1750341,0.02349,,,,
"Apples, gala, with skin, raw",Niacin,MG,1105781,0.09,,,,
"Apples, gala, with skin, raw",Calcium,MG,1105781,7,,,,
"Apples, gala, with skin, raw",Calcium,MG,1750341,6.639,,,,
"Apples, gala, with skin, raw",Copper,MG,1105781,0.034,,,,
"Apples, gala, with skin, raw",Copper,MG,1750341,0.03394,,,,
"Apples, gala, with skin, raw",Energy,KCAL,1105781,61,,,,
"Apples, gala, with skin, raw",Fiber,G,1105781,2.1,,,,
"Apples, gala, with skin, raw",Fiber,G,1750341,2.109,,,,
"Apples, gala, with skin, raw",Niacin,MG,1750341,0.08938,,,,
"Apples, gala, with skin, raw",Folate,UG,1750341,0.8125,,,,
"Apples, gala, with skin, raw",Iron,MG,1105781,0.06,,,,
"Apples, gala, with skin, raw",Iron,MG,1750341,0.06013,,,,
"Apples, gala, with skin, raw",Magnesium,MG,1105781,5,,,,
"Apples, gala, with skin, raw",Magnesium,MG,1750341,4.947,,,,
"Apples, gala, with skin, raw",Manganese,MG,1105781,0.04,,,,
"Apples, gala, with skin, raw",Manganese,MG,1750341,0.04004,,,,
"Apples, gala, with skin, raw",Folate,UG,1105781,0,,,,
"Apples, granny smith, with skin, raw",Potassium,MG,1105664,116,,,,
"Apples, granny smith, with skin, raw",Potassium,MG,1750342,115.9,,,,
"Apples, granny smith, with skin, raw",Protein,G,1105664,0.27,,,,
"Apples, granny smith, with skin, raw",Protein,G,1750342,0.265625,,,,
"Apples, granny smith, with skin, raw",Riboflavin,MG,1105664,0.075,,,,
"Apples, granny smith, with skin, raw",Riboflavin,MG,1750342,0.075,,,,
"Apples, granny smith, with skin, raw",Sodium,MG,1105664,0,,,,
"Apples, granny smith, with skin, raw",Total lipid (fat),G,1105664,0.14,,,,
"Apples, granny smith, with skin, raw",Thiamin,MG,1105664,0.018,,,,
"Apples, granny smith, with skin, raw",Thiamin,MG,1750342,0.01688,,,,
"Apples, granny smith, with skin, raw",Total lipid (fat),G,1750342,0.1375,,,,
"Apples, granny smith, with skin, raw",Vitamin B 6,MG,1105664,0.028,,,,
"Apples, granny smith, with skin, raw",Vitamin B 6,MG,1750342,0.02788,,,,
"Apples, granny smith, with skin, raw",Zinc,MG,1105664,0.02,,,,
"Apples, granny smith, with skin, raw",Phosphorus,MG,1750342,9.859,,,,
"Apples, granny smith, with skin, raw",Sodium,MG,1750342,0,,,,
"Apples, granny smith, with skin, raw",Zinc,MG,1750342,0.02276,,,,
"Apples, granny smith, with skin, raw",Phosphorus,MG,1105664,10,,,,
"Apples, granny smith, with skin, raw",Niacin,MG,1105664,0.11,,,,
"Apples, granny smith, with skin, raw",Niacin,MG,1750342,0.11,,,,
"Apples, granny smith, with skin, raw",Calcium,MG,1105664,5,,,,
"Apples, granny smith, with skin, raw",Calcium,MG,1750342,5.483,,,,
"Apples, granny smith, with skin, raw",Copper,MG,1105664,0.035,,,,
"Apples, granny smith, with skin, raw",Copper,MG,1750342,0.03544,,,,
"Apples, granny smith, with skin, raw",Fiber,G,1105664,2.5,,,,
"Apples, granny smith, with skin, raw",Fiber,G,1750342,2.514,,,,
"Apples, granny smith, with skin, raw",Energy,KCAL,1105664,59,,,,
"Apples, granny smith, with skin, raw",Folate,UG,1750342,0,,,,
"Apples, granny smith, with skin, raw",Iron,MG,1105664,0.07,,,,
"Apples, granny smith, with skin, raw",Iron,MG,1750342,0.06963,,,,
"Apples, granny smith, with skin, raw",Magnesium,MG,1105664,5.1,,,,
"Apples, granny smith, with skin, raw",Magnesium,MG,1750342,5.055,,,,
"Apples, granny smith, with skin, raw",Manganese,MG,1105664,0.039,,,,
"Apples, granny smith, with skin, raw",Manganese,MG,1750342,0.03934,,,,
"Apples, granny smith, with skin, raw",Folate,UG,1105664,0,,,,
"Apples, honeycrisp, with skin, raw",Sodium,MG,1105547,0,,,,
"Apples, honeycrisp, with skin, raw",Potassium,MG,1105547,98,,,,
"Apples, honeycrisp, with skin, raw",Potassium,MG,1750343,98.04,,,,
"Apples, honeycrisp, with skin, raw",Protein,G,1105547,0.1,,,,
"Apples, honeycrisp, with skin, raw",Protein,G,1750343,0.1015625,,,,
"Apples, honeycrisp, with skin, raw",Riboflavin,MG,1105547,0.074,,,,
"Apples, honeycrisp, with skin, raw",Sodium,MG,1750343,0.1375,,,,
"Apples, honeycrisp, with skin, raw",Phosphorus,MG,1750343,7.852,,,,
"Apples, honeycrisp, with skin, raw",Thiamin,MG,1750343,0.00875,,,,
"Apples, honeycrisp, with skin, raw",Total lipid (fat),G,1105547,0.1,,,,
"Apples, honeycrisp, with skin, raw",Total lipid (fat),G,1750343,0.1,,,,
"Apples, honeycrisp, with skin, raw",Vitamin B 6,MG,1105547,0.033,,,,
"Apples, honeycrisp, with skin, raw",Vitamin B 6,MG,1750343,0.03275,,,,
"Apples, honeycrisp, with skin, raw",Zinc,MG,1105547,0.02,,,,
"Apples, honeycrisp, with skin, raw",Zinc,MG,1750343,0.01828,,,,
"Apples, honeycrisp, with skin, raw",Thiamin,MG,1105547,0.009,,,,
"Apples, honeycrisp, with skin, raw",Phosphorus,MG,1105547,8,,,,
"Apples, honeycrisp, with skin, raw",Riboflavin,MG,1750343,0.07375,,,,
"Apples, honeycrisp, with skin, raw",Niacin,MG,1105547,0.074,,,,
"Apples, honeycrisp, with skin, raw",Calcium,MG,1750343,3.874,,,,
"Apples, honeycrisp, with skin, raw",Copper,MG,1105547,0.023,,,,
"Apples, honeycrisp, with skin, raw",Copper,MG,1750343,0.0234,,,,
"Apples, honeycrisp, with skin, raw",Energy,KCAL,1105547,60,,,,
"Apples, honeycrisp, with skin, raw",Fiber,G,1105547,1.7,,,,
"Apples, honeycrisp, with skin, raw",Fiber,G,1750343,1.721,,,,
"Apples, honeycrisp, with skin, raw",Folate,UG,1105547,0,,,,
"Apples, honeycrisp, with skin, raw",Calcium,MG,1105547,4,,,,
"Apples, honeycrisp, with skin, raw",Iron,MG,1105547,0,,,,
"Apples, honeycrisp, with skin, raw",Niacin,MG,1750343,0.07375,,,,
"Apples, honeycrisp, with skin, raw",Iron,MG,1750343,0,,,,
"Apples, honeycrisp, with skin, raw",Magnesium,MG,1105547,4.2,,,,
"Apples, honeycrisp, with skin, raw",Magnesium,MG,1750343,4.151,,,,
"Apples, honeycrisp, with skin, raw",Manganese,MG,1105547,0.04,,,,
"Apples, honeycrisp, with skin, raw",Manganese,MG,1750343,0.0397,,,,
"Apples, honeycrisp, with skin, raw",Folate,UG,1750343,0,,,,
"Apples, red delicious, with skin, raw",Potassium,MG,1750339,95.31,,,,
"Apples, red delicious, with skin, raw",Protein,G,1105430,0.19,,,,
"Apples, red delicious, with skin, raw",Protein,G,1750339,0.1875,,,,
"Apples, red delicious, with skin, raw",Riboflavin,MG,1105430,0.066,,,,
"Apples, red delicious, with skin, raw",Riboflavin,MG,1750339,0.06625,,,,
"Apples, red delicious, with skin, raw",Sodium,MG,1105430,0,,,,
"Apples, red delicious, with skin, raw",Sodium,MG,1750339,0,,,,
"Apples, red delicious, with skin, raw",Total lipid (fat),G,1750339,0.2125,,,,
"Apples, red delicious, with skin, raw",Thiamin,MG,1750339,0.00875,,,,
"Apples, red delicious, with skin, raw",Total lipid (fat),G,1105430,0.21,,,,
"Apples, red delicious, with skin, raw",Vitamin B 6,MG,1105430,0.021,,,,
"Apples, red delicious, with skin, raw",Vitamin B 6,MG,1750339,0.02131,,,,
"Apples, red delicious, with skin, raw",Zinc,MG,1105430,0.02,,,,
"Apples, red delicious, with skin, raw",Zinc,MG,1750339,0.01964,,,,
"Apples, red delicious, with skin, raw",Potassium,MG,1105430,95,,,,
"Apples, red delicious, with skin, raw",Thiamin,MG,1105430,0.009,,,,
"Apples, red delicious, with skin, raw",Phosphorus,MG,1750339,9.183,,,,
"Apples, red delicious, with skin, raw",Manganese,MG,1750339,0.02948,,,,
"Apples, red delicious, with skin, raw",Niacin,MG,1750339,0.09,,,,
"Apples, red delicious, with skin, raw",Calcium,MG,1105430,5,,,,
"Apples, red delicious, with skin, raw",Calcium,MG,1750339,4.656,,,,
"Apples, red delicious, with skin, raw",Phosphorus,MG,1105430,9,,,,
"Apples, red delicious, with skin, raw",Copper,MG,1750339,0.02429,,,,
"Apples, red delicious, with skin, raw",Energy,KCAL,1105430,62,,,,
"Apples, red delicious, with skin, raw",Fiber,G,1105430,2,,,,
"Apples, red delicious, with skin, raw",Fiber,G,1750339,2.043,,,,
"Apples, red delicious, with skin, raw",Folate,UG,1105430,0,,,,
"Apples, red delicious, with skin, raw",Copper,MG,1105430,0.024,,,,
"Apples, red delicious, with skin, raw",Iron,MG,1105430,0,,,,
"Apples, red delicious, with skin, raw",Iron,MG,1750339,0,,,,
"Apples, red delicious, with skin, raw",Magnesium,MG,1105430,4.7,,,,
"Apples, red delicious, with skin, raw",Magnesium,MG,1750339,4.695,,,,
"Apples, red delicious, with skin, raw",Manganese,MG,1105430,0.03,,,,
"Apples, red delicious, with skin, raw",Niacin,MG,1105430,0.09,,,,
"Apples, red delicious, with skin, raw",Folate,UG,1750339,0,,,,
"Applesauce, unsweetened, with added vitamin C",Protein,G,2263892,0.2734375,,,,
"Applesauce, unsweetened, with added vitamin C",Protein,G,2346414,0.2734375,,,,
"Applesauce, unsweetened, with added vitamin C",Sodium,MG,2263892,0.5038,,,,
"Applesauce, unsweetened, with added vitamin C",Sodium,MG,2346414,0.5038,,,,
"Applesauce, unsweetened, with added vitamin C",Total lipid (fat),G,2263892,0.1625,,,,
"Applesauce, unsweetened, with added vitamin C",Vitamin C,MG,2346414,43.69,,,,
"Applesauce, unsweetened, with added vitamin C",Vitamin C,MG,2263892,43.69,,,,
"Applesauce, unsweetened, with added vitamin C",Zinc,MG,2263892,0.002625,,,,
"Applesauce, unsweetened, with added vitamin C",Zinc,MG,2346414,0.002625,,,,
"Applesauce, unsweetened, with added vitamin C",Potassium,MG,2346414,107.7,,,,
"Applesauce, unsweetened, with added vitamin C",Total lipid (fat),G,2346414,0.1625,,,,
"Applesauce, unsweetened, with added vitamin C",Phosphorus,MG,2346414,9.119,,,,
"Applesauce, unsweetened, with added vitamin C",Potassium,MG,2263892,107.7,,,,
"Applesauce, unsweetened, with added vitamin C",Manganese,MG,2346414,0.0368,,,,
"Applesauce, unsweetened, with added vitamin C",Biotin,UG,2263892,0,,,,
"Applesauce, unsweetened, with added vitamin C",Biotin,UG,2346414,0,,,,
"Applesauce, unsweetened, with added vitamin C",Calcium,MG,2263892,3.821,,,,
"Applesauce, unsweetened, with added vitamin C",Calcium,MG,2346414,3.821,,,,
"Applesauce, unsweetened, with added vitamin C",Phosphorus,MG,2263892,9.119,,,,
"Applesauce, unsweetened, with added vitamin C",Copper,MG,2346414,0.03905,,,,
"Applesauce, unsweetened, with added vitamin C",Copper,MG,2263892,0.03905,,,,
"Applesauce, unsweetened, with added vitamin C",Iron,MG,2346414,0.04475,,,,
"Applesauce, unsweetened, with added vitamin C",Magnesium,MG,2263892,3.938,,,,
"Applesauce, unsweetened, with added vitamin C",Magnesium,MG,2346414,3.938,,,,
"Applesauce, unsweetened, with added vitamin C",Manganese,MG,2263892,0.0368,,,,
"Applesauce, unsweetened, with added vitamin C",Iron,MG,2263892,0.04475,,,,
"Bananas, overripe, raw",Total lipid (fat),G,1105073,0.22,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin A,UG,790774,1,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin A,UG,1105073,1,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin B 6,MG,790774,0.234,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin C,MG,790774,9.7,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin K (phylloquinone),UG,790774,0.2,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin K (Dihydrophylloquinone),UG,790774,0,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin K (Dihydrophylloquinone),UG,1105073,0,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin K (Menaquinone-4),UG,790774,0,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin K (Menaquinone-4),UG,1105073,0,1119,Banana,1,110
"Bananas, overripe, raw",Total lipid (fat),G,790774,0.22,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin K (phylloquinone),UG,1105073,0.2,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin C,MG,1105073,9.7,1119,Banana,1,110
"Bananas, overripe, raw",Thiamin,MG,1105073,0.04,1119,Banana,1,110
"Bananas, overripe, raw",Vitamin B 6,MG,1105073,0.234,1119,Banana,1,110
"Bananas, overripe, raw",Riboflavin,MG,1105073,0,1119,Banana,1,110
"Bananas, overripe, raw",Thiamin,MG,790774,0.04,1119,Banana,1,110
"Bananas, overripe, raw",Biotin,UG,1105073,0,1119,Banana,1,110
"Bananas, overripe, raw",Energy,KCAL,790774,85,1119,Banana,1,110
"Bananas, overripe, raw",Energy,KCAL,1105073,85,1119,Banana,1,110
"Bananas, overripe, raw",Fiber,G,790774,1.7,1119,Banana,1,110
"Bananas, overripe, raw",Fiber,G,1105073,1.7,1119,Banana,1,110
"Bananas, overripe, raw",Biotin,UG,790774,0,1119,Banana,1,110
"Bananas, overripe, raw",Folate,UG,1105073,25,1119,Banana,1,110
"Bananas, overripe, raw",Niacin,MG,790774,0.57,1119,Banana,1,110
"Bananas, overripe, raw",Niacin,MG,1105073,0.57,1119,Banana,1,110
"Bananas, overripe, raw",Protein,G,790774,0.73,1119,Banana,1,110
"Bananas, overripe, raw",Protein,G,1105073,0.73,1119,Banana,1,110
"Bananas, overripe, raw",Folate,UG,790774,25,1119,Banana,1,110
"Bananas, overripe, raw",Riboflavin,MG,790774,0,1119,Banana,1,110
"Bananas, ripe and slightly ripe, raw",Total lipid (fat),G,1105314,0.29,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Total lipid (fat),G,790991,0.29,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Thiamin,MG,1105314,0.056,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Thiamin,MG,790991,0.056,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Selenium,UG,1105314,0,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Sodium,MG,790991,0,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Selenium,UG,790991,0,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Riboflavin,MG,1105314,0,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Riboflavin,MG,790991,0,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Zinc,MG,1105314,0.16,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Sodium,MG,1105314,0,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Vitamin A,UG,790991,1,1119,Banana,1,115
"Bananas, ripe and slightly ripe, raw",Vitamin K (Dihydrophylloquinone),UG,1105314,0,1119,Banana,1,115
